filesize,size_w,size_h,aspect_ratio,landscape,sum_pixels,std_pixels,mean_pixels,pop_b,pop_n_b,rare_b,rare_n_b,pop_g,pop_n_g,rare_g,rare_n_g,pop_r,pop_n_r,rare_r,rare_n_r,mean_value_b,mean_value_g,mean_value_r,median_value_b,median_value_g,median_value_r,std_deviation_b,std_deviation_g,std_deviation_r,color_diversity,contrast,brightness,hist_std,hue,saturation,value,hog_features_mean,hog_features_median,hog_features_std,hog_features_len,hog_variance,h_mean,h_median,h_std,s_mean,s_median,s_std,v_mean,v_median,v_std,color_harmony,n_objects,area,area_mean,area_std,vert,vert_mean,vert_std,color_mean,color_std,object_density,shape_complexity,corners,lines,edge_density,faces,blink,has_humans,has_text,sharpness,blur_metric,gaussian_blur,edge_sharpness,gibson_blur,spectrum,gradient,gradient_magnitude,gradient_direction,texture_energy,color_balance,focus_score,average_hash,dhash,phash,colorhash,dominant_frequency,frequency_spread,frequency_asymmetry,phase_congruency,symmetry_0,symmetry_1,dominant_b,dominant_g,dominant_r,filename
221405,1506,620,0.4116865869853918,1,667803400,38.28551393034749,238.4024475574405,255,489140,2,63,255,489461,2,45,255,489592,3,59,238.02970873786407,238.66306796116504,238.5304490291262,253.0,253.0,253.0,36.81425834360758,35.911196243458114,36.697057169401454,36.47417058548905,35.80786276522717,238.52143203883494,0.03265752595195877,0.0039062498,0.0002014563,0.03608303,0.00961794710017852,0.0,0.021878564013124567,51000,0.04786715632763894,18.50820631067961,0.0,32.9907145017515,8.946296116504854,0.0,23.20228718156907,241.70023300970874,254.0,32.678616474737545,29.623872719352704,1,410578.0,410578.0,0.0,4,4.0,0.0,238.4077419093851,0.27273766927393744,2.4271844660194174e-06,4.411342008071131,436,191,0.04784223300970874,0,0,0,410563.0,1106.060927184466,1106.0608536080454,5480083,35.54118570552714,3455490.3418187737,8095.355022831726,8952.834349514564,29.657162775462453,34.762467756223984,0.3097349592434432,36.47417058548905,8952.834349514564,17285378251079844351,15915119499084386598,16398853547199545500,532575944768,28501,1.8060253115744067,237.99999999999986,1700645.9578632934,0.7988899803287011,0.8413146011802779,247,248,247,screenshots001.png
384873,1903,911,0.47871781397792956,1,1233767451,37.863770520838614,237.2219593189562,255,753232,2,67,255,753597,2,45,255,753604,3,61,236.48332985386222,237.6316388308977,237.56927348643006,238.0,242.0,244.0,35.41431568598218,34.95207842231752,36.703797604566766,35.69006390428882,35.11394869960336,237.42923590814198,0.029090329345234756,0.00390625,0.00020876827,0.035747647,0.00909186429189948,0.0,0.020989481696931687,59000,0.04405583419058302,19.63420668058455,20.0,30.976639474929947,8.922601252609603,6.0,22.694053579936245,240.46320876826724,244.0,31.69913855998194,28.456610538282707,1,477496.5,477496.5,0.0,4,4.0,0.0,237.22808072372996,0.5272335046727432,2.0876826722338207e-06,4.3111761440359055,565,325,0.05230480167014614,0,0,0,477463.0,1235.232292275574,1235.2322886026304,7116144,39.72265965151825,4085029.754198819,8944.08219581018,9456.478254697286,31.136657267176716,35.24727325937043,0.30673952252260567,35.69006390428882,9456.478254697286,18442222880853582689,3120251650052376515,16398279678719597673,506822918208,718501,1.8064500114649098,238.9624217118997,4298909.0918523045,0.8131944383042014,0.8578392566212288,246,247,247,screenshots002.png
201666,1028,880,0.8560311284046692,1,626241472,68.99592016315692,230.7516330621389,255,692721,48,75,255,692527,48,64,255,690733,68,89,230.981386682243,230.7520023364486,230.52297897196263,255.0,255.0,255.0,66.29213155473575,66.42044123239032,66.86707463760492,66.526549141577,66.45667215547194,230.70941471962618,0.0446130065003193,0.00390625,2.1028038e-05,0.044883385,0.011389829011075462,0.0,0.02115123160155511,107000,0.04473745982626235,1.6783738317757009,0.0,13.063890289845082,0.9955455607476635,0.0,13.05042744739959,231.1679789719626,255.0,66.04423853963289,30.719518758959186,2,853951.5,426975.75,426929.25,12,6.0,2.0,218.5427279984424,12.210111775126508,2.3364485981308413e-06,4.019579145342753,1000,949,0.053990654205607475,0,0,0,853945.0,1986.6421880841121,1986.6421879838836,19842529,307.82232242772295,7593164.04579571,20485.724587034467,64602.33193925233,95.26693953997308,60.181005216367296,0.46016199243475775,66.526549141577,64602.33193925233,13807772433010200323,6933599607089487159,13518843247083035930,481053147520,142501,1.1167752030094351,255.00000000000014,101075750.86840656,0.742725551279702,0.7985452324231873,253,253,253,screenshots003.jpg
396142,1080,1442,1.3351851851851853,0,170352296,48.99055454997455,36.46176777794901,0,581550,234,1,0,586947,232,3,0,611372,217,4,44.349311081441925,44.354208277703606,20.6783738317757,54.0,46.0,5.0,48.15980092394679,48.75828887569523,41.74552002027841,46.221203273306806,45.03447390449852,37.29141922563418,0.025603171961671695,0.0039062505,0.00046261682,0.029322978,0.009251665902692116,0.0,0.021654625516384352,93000,0.04689228062548442,58.15658611481976,87.0,45.554609024247625,100.63430173564753,99.0,99.45766263743995,46.25222429906542,54.0,49.24686627773041,64.753045979806,431,34345.0,79.68677494199535,56.28928047647756,3685,8.549883990719257,2.9023862069336084,131.77781914869897,32.22957032123183,0.00057543391188251,7.66435949144392,911,957,0.05839919893190921,0,0,0,38899.0,1013.7293257676903,1013.7293257630538,13294274,142.34044859813085,6344534.640758829,12010.341080885013,25603.2467129506,55.183505915648134,40.954104468031474,0.23733648947317124,46.221203273306806,25603.2467129506,1765266460570975856,15043857603579662530,13875987510555868794,1649317776384,1457179,1.7906301036790349,8.416778391549067e-16,70637.25708960617,0.6535005139750605,0.7687910992434357,60,61,19,screenshots004.jpg
196377,1079,620,0.5746061167747915,1,82604180,51.59678820251393,41.159267342322146,64,218853,231,2,0,202167,233,1,0,217688,217,2,50.48245391304348,51.590212173913045,21.321638260869566,54.0,46.0,5.0,49.79612618031366,50.64066045520983,44.74750941973141,48.39476535175163,47.09442310785219,42.43785739130435,0.02239996644556486,0.00390625,0.00042347825,0.02773207,0.009869630552342138,0.0,0.02259998685779297,71000,0.05107594059724151,63.5623652173913,87.0,42.38120460325706,123.27148173913044,99.0,103.6979083362702,53.06176347826087,54.0,50.862244928687495,65.64711928940491,218,34152.0,156.6605504587156,104.44696825508457,1923,8.821100917431192,2.8284457233610047,132.3056605700232,32.86196986052493,0.0003791304347826087,7.315131459903499,629,254,0.05205043478260869,0,0,0,37142.5,661.8075617391304,661.807561739082,9589647,111.52329043477052,4657050.163382625,9654.641752249498,22284.92220521739,51.07642842324662,46.31855421780393,0.2281617346926133,48.39476535175163,22284.92220521739,2162005311433375614,3796680466791320258,9619140204397130435,1099545185792,538501,1.7794981421936042,3.823785709024586e-16,29315.6844936964,0.6138539357772095,0.7509645967604432,61,63,15,screenshots005.jpg
656394,1080,1673,1.549074074074074,0,252653046,43.80414867445269,46.6104812822386,64,469864,231,1,24,423724,14,1,7,464408,217,4,58.906696594427245,55.88731424148607,24.99224922600619,54.0,46.0,7.0,37.13128874773464,39.81781712293752,40.260994271710835,39.070033380794335,38.3217085892275,47.04902167182662,0.014506740397251722,0.00390625,0.00067801855,0.024869999,0.016354604124495138,0.0,0.025043001474074227,80000,0.06271519228304838,95.57816253869969,100.0,6.341470629962023,168.3227105263158,199.0,65.06800711460794,60.79373993808049,54.0,37.822216780271546,36.410564841613834,512,28136.5,54.9541015625,41.13789623467254,4253,8.306640625,3.015862173923008,131.03432850411392,32.628663300343554,0.0007925696594427244,8.095719793302667,896,4091,0.0838250773993808,0,0,0,31319.5,1374.8727832817337,1374.8727832699922,12925328,163.70693343547575,5515509.554337511,11908.253091466902,28948.97707739938,65.14236973017232,67.95758417818394,0.16577168597114753,39.070033380794335,28948.97707739938,8970075887187033727,14177587627458610370,14157770734777286223,1099561962496,832372,1.8173476546745482,34.144,12952.937426021595,0.6243281976567716,0.7035385418563711,49,46,14,screenshots006.jpg
333294,1080,847,0.7842592592592592,1,129410061,45.55207473534342,47.15628908128908,64,249509,234,1,24,235408,232,1,7,258112,217,2,59.606130102040815,56.929593112244895,24.95698724489796,54.0,46.0,7.0,39.50651872946716,42.299806963495904,42.61569288419497,41.474006192386014,40.817110807625994,47.7411568877551,0.01453774142853754,0.00390625,0.0006977041,0.024987878,0.013473793214312465,0.0,0.024660713147489646,98000,0.060815077294276876,95.17295408163265,100.0,6.411495189042567,172.13443367346937,199.0,64.59878881893337,61.630769132653064,54.0,40.20806306772854,37.07278235856816,274,43717.5,159.5529197080292,105.40809610770866,2422,8.83941605839416,2.8160996390860134,132.9012716822639,31.96781775153439,0.0003494897959183673,7.289244177239448,835,317,0.043360969387755105,0,0,0,46662.0,648.443105867347,648.443105761556,12286488,105.49814539972928,6462131.35570978,10937.41224673707,20961.66497959184,50.108402097404536,62.06954049076506,0.1794784998461731,41.474006192386014,20961.66497959184,35605970314755704,3734828658733662896,13910840221239152112,1099561962496,1753501,1.814467884698166,34.126275510204074,4592.3192217318665,0.626713191943444,0.718704761904762,41,33,17,screenshots007.jpg
30406,827,614,0.7424425634824667,1,354604822,20.695998556743298,232.78205698815887,209,259856,14,1,238,263310,20,1,247,261645,25,1,214.21568283777557,239.77707580871956,244.35341231798148,209.0,238.0,247.0,20.128565657809542,12.811133326642551,13.716850027160241,15.552183003870779,12.790560688637306,238.07103104112426,0.021567653670579792,0.00390625,3.7417925e-05,0.03645906,0.006189367261116559,0.0,0.017510209013620145,62624,0.030660741970066414,28.23958895422803,23.0,11.900858339511132,33.45116960561505,39.0,16.618216833558012,246.39265387630027,247.0,9.715259836030528,12.744778336366558,1,506338.0,506338.0,0.0,4,4.0,0.0,232.78205698815887,13.260678735281406,1.969364564829512e-06,4.044552980234699,134,13,0.01501640480682503,0,0,0,456892.0,243.63311919775964,243.63311914557187,2057013,4.455931529070757,3893713.8002137975,3537.334190983061,1142.9007952294112,6.68880636017752,28.02394349477003,0.3460855187926302,15.552183003870779,1142.9007952294112,9475997760143540416,505312639317446674,18063733122236200105,541165879296,762907,1.7753655706654383,238.99999999999994,4464672.366502799,0.7357022755325349,0.7287429273103421,218,243,249,screenshots008.JPG
262507,1080,713,0.6601851851851852,1,99867219,40.79607350293216,43.23031660692951,32,227032,234,1,24,218924,232,1,7,233842,217,4,55.61355454545455,52.295804545454544,21.800586363636363,54.0,46.0,7.0,35.19369953820948,38.03410165964378,37.05245347413465,36.76008489066264,36.065504167401336,43.62475454545454,0.014713820698905755,0.00390625,0.0005833333,0.025298644,0.013927578985391497,0.0,0.02522190503720112,82000,0.06361444937055913,95.73307121212122,100.0,6.187119483818787,174.50017727272729,199.0,60.79513248033849,57.39945909090909,54.0,36.03042385319316,34.33755860578348,185,26842.0,145.0918918918919,99.7603191936049,1651,8.924324324324324,2.915884308442147,128.9058824686768,32.331875065835874,0.0002803030303030303,7.42294345360359,572,162,0.04286060606060606,0,0,0,29121.0,476.0451545454545,476.04515448520647,8213386,79.65702878666436,5295199.975098262,8741.152084918123,15629.876745454545,40.30904961715917,64.10029231303628,0.17965401068779802,36.76008489066264,15629.876745454545,4484736665719410718,7559438041287664688,9554138564627430528,1649317776384,1480501,1.8214232089057563,34.37727272727273,34447.9552080372,0.6740859893048128,0.6742284650425827,60,59,18,screenshots009.jpg
186378,1415,892,0.6303886925795052,1,744596962,90.5314242012757,196.64309950508908,255,523614,190,679,255,523647,181,624,255,559559,77,685,194.22256825396826,196.40078253968255,199.22458095238096,242.0,243.0,246.0,89.27574376785836,89.47991297364354,87.56622809676938,88.77396161275709,88.35528784405437,196.99659682539684,0.02499412938671058,0.003906251,0.0002968254,0.027037062,0.015844425765818015,0.0,0.02417310047297608,78000,0.05843387864765965,25.00828253968254,0.0,47.61357237444675,14.672806349206349,0.0,38.78270803757235,200.82295873015872,247.0,86.42250623172706,57.606262214582046,4,623920.0,155980.0,270158.6454772917,19,4.75,2.947456530637899,126.93078002645503,41.12871279348556,6.349206349206349e-06,7.173435582333748,986,3908,0.08198412698412698,0,0,0,623612.0,2506.797777777778,2506.797777777778,15190218,123.15463000501644,5632197.175418106,15417.054448140105,30056.338215873016,67.4554073130706,82.27963769168115,0.1345428441152758,88.77396161275709,30056.338215873016,18014336678193135071,5988958047955658023,13434466151603003956,429513539585,1216501,1.781310494422653,252.5333333333334,6549097.690460132,0.6180089054881213,0.714282328042328,245,247,248,screenshots010.JPG
