size_w,size_h,aspect_ratio,mean_value_b,mean_value_g,mean_value_r,median_value_b,median_value_g,median_value_r,std_deviation_b,std_deviation_g,std_deviation_r,contrast,brightness,hue,saturation,value,hog_features_mean,hog_features_median,hog_features_std,hog_features_len,h_mean,h_median,h_std,s_mean,s_median,s_std,v_mean,v_median,v_std,n_objects,area,area_mean,area_std,vert,vert_mean,vert_std,color_mean,color_std,corners,lines,faces,blink,has_text,filesize,sharpness,blur_metric,gaussian_blur,gibson_blur,gradient,texture_energy,color_balance,focus_score,average_hash,dhash,phash,colorhash,filename
3120,4160,1.3333333333333333,48.986573286489154,70.43411127034024,134.4958842609714,23.0,38.0,140.0,59.222148475007565,68.87534789462113,58.89081470089254,59.08782877853112,87.1348479875493,0.00390625,0.0018019986,0.003311101,0.0327133490612754,0.037691940466401064,0.013406646608663952,1622400,20.46249869021203,4.0,35.982084102372895,185.2105968010355,213.0,63.281366490223895,140.87688802083332,143.0,54.42521962305373,1212,3162259.0,2609.1245874587457,52802.64105543974,3152,2.6006600660066006,2.5651123843821906,120.87847547425834,50.84863855864443,100,2220,1,0,3255523.5,3522512,23.201373967578895,23.201373957746426,27863746,107384813.20596172,726.0867857803255,0.0010100490095409907,62.329437023507076,726.0867857803255,576488357068938248,16925076839681505464,11144563901636381258,196608,2015-02-20 20-33-32.JPG
3120,4160,1.3333333333333333,88.07148306521204,100.76830444095168,125.93041597324951,76.0,96.0,149.0,54.97901142203665,60.94901693940024,70.36883445362693,61.61053905641041,106.85605461045365,0.00390625,0.002418562,0.0024395073,0.032640176496559474,0.03816402759571698,0.013585638300758282,1622400,39.621891410872784,15.0,46.09062765168385,83.40397559171598,70.0,48.937228366960426,128.24854313054735,150.0,67.9774956994086,1164,5923463.5,5088.88616838488,141516.86575962135,2819,2.4218213058419242,2.4738990989071388,124.86324581570557,30.225337387241634,100,165,1,1,6823806.0,3011064,13.989248335798816,13.989248334877292,15562433,104440853.91478376,251.18402474728796,0.0008110493977434799,62.098954271687944,251.18402474728796,17913129606860799871,2464296863782979269,14726135696708588297,1022202281984,2015-02-14 18-55-00.JPG
1080,1920,1.7777777777777777,96.73389274691358,129.72915268132715,150.855184220679,100.0,134.0,167.0,44.140618847778356,37.367655697670806,55.849250638710465,38.71345532244024,132.2926986882716,0.0039062498,0.0030914834,0.0036945234,0.03207039897884689,0.03741144227266467,0.014882523599514983,259200,34.110325520833335,16.0,36.242674571938636,115.3637321566358,112.0,58.74813412897971,160.54968701774692,171.0,45.09341095079324,613,1324529.5,2160.733278955954,25285.671037500797,2334,3.8075040783034257,3.5361764683161794,123.73532837111749,31.18068773102746,100,636,0,0,1436492.0,687671,36.059949845679014,36.05994980386884,7316419,15704137.33676328,1531.848225308642,0.0008131831201029175,45.78584172805321,1531.848225308642,2335389898423395314,14687118489743494022,14648626476014837295,197568528384,2015-02-14 11-08-37.JPG
1920,1080,0.5625,119.34386670524691,114.0465162037037,138.71083960262345,107.0,95.0,152.0,66.84261657757887,78.62398203065158,72.340452223839,73.75110520448175,122.02648051697531,0.00390625,0.0028209395,0.0038165199,0.033083337177767236,0.0376051854742679,0.012469675241354157,259200,75.86420958719135,35.0,67.51716138371688,83.52145881558641,70.0,69.7051855470071,144.2154822530864,152.0,66.77842777402846,267,960914.5,3598.930711610487,58161.607911040715,1157,4.333333333333333,3.3224541566395294,128.6753264808127,35.02019130777882,100,229,2,1,963824.5,604219,40.94286747685185,40.942867335357455,7735227,15673484.924052607,1252.322489390432,0.0009407466210188703,72.60235027735648,1252.322489390432,792916148558446351,15263714244020825822,12207452666541805719,429513768962,2015-02-14 15-25-56.JPG
3120,4160,1.3333333333333333,36.0436540772929,47.34618705313116,76.09405995747042,7.0,13.0,64.0,54.879176117330694,59.5356238081837,52.12186072198024,53.25393175060505,54.650357649161734,0.00390625,0.0017367018,0.0037441927,0.033193278885539364,0.03767790744658875,0.012173998368779962,1622400,20.76108735515286,3.0,33.78203485953692,195.0270408807939,230.0,74.55799634291799,84.32858411920611,69.0,53.365405177953086,3004,1913814.0,637.0885486018642,12751.960101010289,8068,2.685752330226365,2.67523971322452,121.83910358044271,39.433430507181434,100,4606,1,0,3498110.5,3688055,30.147944326306707,30.147944261073107,31108181,109093585.24831836,639.3141358481263,0.0016866379437694688,55.51222021583154,639.3141358481263,335562527357976,17497016043420807408,9955859894706689883,3375844491264,2015-02-20 20-33-28.JPG
3120,4160,1.3333333333333333,130.59562199519232,142.94803793762327,150.57688786674063,144.0,159.0,165.0,85.70965404170184,75.2447081543057,66.73793779841337,73.26544671341837,143.80956021942802,0.0039062498,0.0022898177,0.002245749,0.03266003287180848,0.03811455649532373,0.013539654805597911,1622400,45.26108149963018,21.0,40.20099997700148,79.48269839435405,40.0,71.26985528365735,156.97405194464991,172.0,71.1087065184507,891,11167778.0,12533.98204264871,369879.17291115667,2063,2.3153759820426485,2.271765741370699,125.43350813032541,17.304923409105637,100,2018,0,0,11144006.0,3303840,25.193701075567063,25.193701058351017,26380943,107784876.59472683,389.9411979166667,0.0008032797825223495,75.89743333147364,389.9411979166667,17941487461582578494,13945577922088126052,16346597601482971301,532576010240,2015-02-14 11-49-55.JPG
3120,4160,1.3333333333333333,104.01146765594181,111.78747018306213,126.9645096770217,92.0,102.0,130.0,74.83261103166532,75.62577365742662,73.29914548368758,73.66573698770556,115.43884615384616,0.00390625,0.0029976424,0.0009429369,0.03271618861267079,0.037387674392793745,0.013203473860996039,1622400,46.03992595845661,19.0,51.95742302507294,73.87007804795365,53.0,62.09741879671021,130.5468148267998,134.0,73.6812244037569,3313,5961712.0,1799.4904920012073,59874.8236653997,12905,3.895261092665258,3.4194034319912894,127.44274050449924,25.15536132535782,100,69266,0,0,6234148.0,4344316,83.27217540372288,83.27217534560444,90253153,115011955.08065888,2962.8651394538956,0.00041351389987155673,74.58584339092651,2962.8651394538956,17863501429562408962,1589224823669180636,17576736092093634376,1022202249216,2015-02-08 11-57-12.JPG
466,1280,2.7467811158798283,205.13099014216738,189.21602736051503,175.44197290772533,255.0,236.0,234.0,65.36480556388545,67.2192442172298,88.89043062509121,69.6489066097196,186.918049222103,0.0039062498,2.347103e-05,0.039652675,0.022063494494191142,0.0,0.027606604703340816,74240,42.99354043723176,0.0,53.451352741506014,32.47788861319742,0.0,82.35295585916849,206.12304855150214,255.0,64.40522966641275,9424,306185.0,32.48991935483871,3135.941660989451,11632,1.234295415959253,0.6739668350392373,128.44592351048064,2.8968775739197032,100,65,0,0,305830.5,77433,676.1561762339056,676.156175383681,4898243,4806663.200324586,11511.532182135194,0.19141179384166299,73.82482680206881,11511.532182135194,9187200305463242240,17501219271715376653,9621332047720792519,412316860864,2021-12-30_21-12-30.png
3120,4160,1.3333333333333333,92.37993135170119,111.5743505763067,128.82759422768737,93.0,123.0,146.0,69.2251221074913,74.05169988656462,76.02505705839167,72.7567257407149,114.53606847879685,0.00390625,0.0025936114,0.0018684696,0.03249542248028158,0.03752996413759029,0.013786210432786961,1622400,39.47933100653353,19.0,41.62718952399947,92.97896858049803,90.0,57.47663351227068,132.4415377681213,148.0,76.15178021393376,4108,6739232.0,1640.5141187926,96540.38644139905,14117,3.436465433300876,3.091371345540692,124.57888347588478,23.37873968178533,100,53497,1,0,7424083.5,3796239,70.00672668577417,70.00672668495709,72245795,113213983.17688417,2347.1950707285505,0.0006304544050051667,73.10062635081586,2347.1950707285505,5696788598265625403,16050403392148141011,11093117485984232522,738734407680,2015-02-16 19-57-53.JPG
706,844,1.1954674220963173,70.52696085012687,56.72890626048897,56.05331585730972,38.0,38.0,38.0,86.93544741119653,70.68403868526244,70.32112379682725,71.59032489508043,58.098762469288296,0.00390625,0.00028697823,0.016994294,0.02531767491309351,0.021496678649126084,0.024678236078159492,73920,49.63960232536284,15.0,56.17121165505082,54.975115126941716,4.0,91.43087497180301,70.78581689781561,38.0,86.87667119450447,302,77484.5,256.5711920529801,2084.6176811478426,2706,8.960264900662251,1.9253650026433424,128.6912850908137,24.271612361655517,100,496,0,0,148992.0,579343,321.5742014956433,321.5741922073185,10131842,4204711.670177796,19102.13535974652,0.06448502771090012,75.98020329776206,19102.13535974652,18390515309860560643,5895293105383486023,11511954467530272992,2061701742592,2022-01-24_23-54-07.png
1080,1920,1.7777777777777777,111.95746961805555,123.19343701774692,140.97219714506173,110.0,126.0,158.0,69.67450110666792,67.35071861867833,70.29508836925575,64.93912585783238,127.23345389660494,0.0039062505,0.003666088,0.0019223321,0.032700916802349766,0.03672571173307269,0.01343774085099718,259200,59.181792052469135,20.0,56.748948359606324,98.69534481095678,84.0,68.44438938864502,152.39998456790124,164.0,64.00086409223105,2803,1020991.5,364.249554049233,8306.611861027972,8726,3.113093114520157,3.2372668031641676,126.61967261473319,37.28533719675695,100,38521,1,0,1027983.5,1103486,418.97975597993826,418.9797505003291,48100307,18107855.313582588,9480.177307098766,0.00016747261399307887,69.10676936486733,9480.177307098766,13699698346275570579,3203945655471334966,12507204696608566092,231945043968,2015-02-14 11-08-30.JPG
4160,3120,0.75,44.12468788523176,42.56948417467949,50.178634045241616,38.0,36.0,45.0,20.994894589953763,26.243827259792486,27.22354709668078,24.314363868220184,45.0294387943787,0.00390625,0.0035097694,0.006164619,0.03338033385314326,0.037887498898012295,0.011651322299513617,1622400,100.26921327970908,103.0,60.89694062840109,90.78025363658777,89.0,51.06028190590915,56.02115831484221,50.0,25.095587710276572,459,20890.0,45.5119825708061,565.434474790187,1579,3.440087145969499,3.509434032079966,126.05130220245402,7.198418186129348,100,46,0,0,2469685.5,3013385,13.28533815643491,13.285338156433879,14966538,103907211.06942913,191.7616047214004,0.002527698758302679,24.820756315475677,191.7616047214004,17357138384478018560,39846064541579368,15124895803623918723,1306744324097,2015-02-07 14-48-18.JPG
1080,1920,1.7777777777777777,107.01070023148148,118.41192274305556,136.7408347800926,104.0,119.0,152.0,69.0703964071374,65.96115705387821,68.19186692597941,63.66739093618165,122.59903067129629,0.0039062498,0.0039831693,0.001741676,0.03038026832404295,0.036600803044704686,0.018081027487600248,259200,54.89144820601852,17.0,55.500369425276176,97.76673707561729,85.0,67.88224678152,147.1255574845679,157.0,63.35170441384397,628,956452.0,1523.0127388535032,19829.521838044267,3016,4.802547770700637,3.798993313598031,126.76950278967972,34.40622689955518,100,9706,1,0,991859.0,783658,109.15418740354939,109.15418727377431,19863029,16376418.166306226,5284.205842978395,0.0003230866526585993,67.74114012899834,5284.205842978395,13699689823986713363,7666436741901239974,12437401153064626252,231945043968,2015-02-14 11-08-31.JPG
3120,4160,1.3333333333333333,58.77701214250493,77.01344636033038,130.4679440181213,26.0,39.0,133.0,62.350917403093916,71.21125929855592,61.56380264396945,62.28331401499386,90.92255431767751,0.00390625,0.0024340483,0.0036350058,0.03275977171193042,0.037824172786437626,0.013296516717480746,1622400,22.211876926158777,4.0,33.04627070300258,169.65153591900886,206.0,70.7489901404874,137.7735761063856,134.0,54.0132716421234,797,3423500.0,4295.483061480552,95836.0061649225,1662,2.0853199498117942,2.021278973037036,119.35786004382092,44.711751315926584,100,106,2,0,3579485.5,3205310,15.505355723002959,15.505355646198748,17710089,104877008.80239247,337.3354006410256,0.0012190980725085205,65.04199311520642,337.3354006410256,30907058494983,15633952216793541740,10837971101562490694,77309640704,2015-02-20 20-34-31.JPG
1244,1274,1.0241157556270097,243.30323701333117,243.13749261762584,243.4556786231683,255.0,255.0,255.0,40.806759249886554,41.11565489025298,40.622229036250864,40.62089927258245,243.25447927130287,0.0039062505,1.766722e-05,0.046787877,0.021587548736173294,0.0,0.027983294555362324,197160,29.320491577783724,0.0,49.32675351966407,3.4648251954751723,0.0,24.367828936593817,244.11321596410022,255.0,39.09827409320401,1,1582091.0,1582091.0,0.0,4,4.0,0.0,243.2988027513751,0.12993672957786684,100,621,0,0,1582045.0,299960,1320.67699021236,1320.6766422854587,15894324,14476826.422437115,24148.015767994064,0.3628194731272106,40.84821439213013,24148.015767994064,17402898244129775555,11760884552098167434,13577898540985967411,481086767104,2022-01-22_22-52-15.png
910,1932,2.123076923076923,242.45285816667806,242.0264754396742,240.58883068277478,255.0,255.0,255.0,44.397631669219905,45.589655175462426,50.90233092006335,46.784423147956645,241.65265397128752,0.00390625,1.7063682e-06,0.05497145,0.02138920642107753,0.0,0.028151409331382504,217864,28.648939776579528,0.0,48.722785527382634,4.082163902350238,0.0,28.62214785820591,242.58238800536938,255.0,44.35109156562268,8,1728383.0,216047.875,467748.23519474326,45,5.625,2.2878756522153907,219.78219090547933,30.29401065221194,100,7128,0,0,1728080.0,414481,3140.7691221304576,3140.7691218736195,28084280,16716544.665544271,49212.44263076468,0.48819293559927934,46.963205921581896,49212.44263076468,9196072827491664863,12697519434107692598,11591946586766442751,481036337600,2021-12-16_01-13-19.png
3120,4160,1.3333333333333333,58.33632180719921,75.14879306891025,122.8218151349852,27.0,37.0,125.0,63.03759020451054,72.01872957557376,63.11893107215906,63.58568464209968,87.48694819403353,0.00390625,0.0023858557,0.0030420704,0.03321745527191308,0.03757757891815282,0.01210762160820638,1622400,23.631536612426036,4.0,34.401400792213174,169.44759977502466,203.0,72.1401593415923,130.63354374691815,127.0,56.05617769223229,1682,3425355.5,2036.4777051129608,73359.82969126901,4114,2.44589774078478,2.4053518279902057,119.75239304278124,48.45575100604368,100,2920,1,0,3705225.5,3608419,27.85480892504931,27.854808919487038,33012820,108364237.93839115,699.3400536242603,0.0008626407393180836,66.05841695074778,699.3400536242603,13577028288523790,13573965178616736876,10910029304190111043,627065454592,2015-02-20 20-34-33.JPG
3120,4160,1.3333333333333333,76.58609336476825,105.92239614151873,144.73918230707594,70.0,112.0,162.0,50.127942350734614,61.068379371088675,62.3358037124426,58.061220897524436,114.19450929178994,0.0039062498,0.0025438778,0.0026265902,0.03234853042240351,0.03768362921982321,0.014111946588080198,1622400,21.06936490692801,14.0,34.999122954662866,125.89917876294379,119.0,48.51905106515836,145.29220506656804,162.0,61.726750190287,7198,6230074.0,865.5284801333704,35212.2586616375,17976,2.497360377882745,2.4592101621710674,120.61621411391963,38.419234219941615,100,15000,1,0,7638004.0,3444348,30.30025209566075,30.300252064094572,39150231,108552738.96611589,1225.9925902983234,0.0007366017663064555,57.84404181142196,1225.9925902983234,8969191852407207999,8091071747095523817,14541989849122313690,120259117056,2015-02-13 18-43-49.JPG
4160,3120,0.75,123.16550172583827,122.83999221831854,152.18212170241617,111.0,116.0,151.0,61.323535504652064,61.519725298392316,50.989072405692234,56.95110198813992,131.6491653568787,0.00390625,0.0023978367,0.0025669117,0.03255315805310753,0.037796447294173356,0.01364774102570993,1622400,68.65625308185405,14.0,72.61981547578105,68.21610877403846,61.0,49.66411939007666,153.3825182599852,151.0,52.14633571937654,4741,6419008.0,1353.9354566547142,55984.753961084425,10925,2.3043661674752163,2.2765830857600045,128.26133993864067,18.865381989161012,100,1188,1,0,5849960.5,3260399,19.48118874815089,19.481188725786563,22336821,106344404.62180687,511.67365415433926,0.0007193907142432066,57.944111069578874,511.67365415433926,13224797821688134800,2818922523749343585,13736488514781659365,506806403074,2015-02-23 14-07-40.JPG
430,1569,3.6488372093023256,221.2337498332518,221.24669097484696,221.24254524434167,255.0,255.0,255.0,77.70967534608835,77.708413827033,77.7053232465551,77.7090274624496,221.24598692694207,0.00390625,0.0,0.04933761,0.02154169336222208,6.11271811691844e-05,0.028034896925934836,83104,26.918582418071058,0.0,48.00422854365735,7.6234247854506645,0.0,41.77445915759923,221.38312360116797,255.0,77.65644816274589,1,672672.0,672672.0,0.0,4,4.0,0.0,221.24099535081348,0.005395671963588155,100,6772,0,0,672672.0,231698,6299.398166511035,6299.398166454088,27350405,6230613.759656297,121495.99095557828,0.35673138499325185,77.70780413989216,121495.99095557828,16276397599175565823,9785129861030071243,16384887542096583715,481036337152,2021-12-19_17-06-07.png
1528,2880,1.8848167539267016,167.0402564172484,189.4293250527196,176.54004008507854,192.0,188.0,183.0,72.31211483077627,43.856700738579384,53.20878304344549,38.88191015821495,183.03026514325188,0.00390625,0.0014384271,0.008826362,0.02187727069225691,0.007186041148391926,0.025131036572637204,550080,77.66468036467423,96.0,38.73419994546557,78.57074357366201,45.0,77.44203112458418,204.68503513125364,205.0,34.31825476867541,20,4290536.0,214526.8,934338.0058162892,47,2.35,1.2757350822173075,157.26996137721173,33.290559125172926,100,2793,0,0,3041054.0,3050411,131.20091691208552,131.2007859777597,18395964,35252189.69984048,3079.441527141507,0.009917973989418514,56.45919953760038,3079.441527141507,13763527492908211216,9001454949477994932,10999276670928202228,481137098752,2021-12-24_09-39-26.png
3120,4160,1.3333333333333333,140.37998320389548,151.5318494976578,166.94557985083827,147.0,163.0,179.0,73.8481283339421,72.16266950780411,67.35945608184115,68.89666395786244,154.8743178316075,0.00390625,0.0027336045,0.006700664,0.029162582506764224,0.03670697211303356,0.016869631336327025,1622400,49.639631795488164,18.0,59.567125380016535,68.66363712709565,50.0,64.1966236828347,172.2063528568787,181.0,62.556418708988936,3894,8936073.0,2294.831278890601,137681.36262931474,11789,3.027478171545968,2.8706071075305615,125.20988468602226,30.165095802793186,100,56250,1,1,7821361.5,3672015,68.14641233666174,68.14641233656285,70602530,112528979.65332583,2543.047675511588,0.011850644158849198,71.12341797452912,2543.047675511588,4602652171174200321,7977711735133739739,13151790306156418926,532575977472,2015-02-14 10-44-59.JPG
4160,3120,0.75,53.88632958888067,105.70709997534517,149.73658515162722,40.0,106.0,163.0,50.53519050602513,59.84439409123582,75.26444661297113,60.33779284303283,112.96490153476331,0.00390625,0.0033149964,0.0027893079,0.032761872142899016,0.03775913321731807,0.013220431239567346,1622400,17.253805781558185,16.0,13.170534917592896,155.30887211846647,174.0,62.67136801862125,149.7968448748767,163.0,75.2478476255931,4699,5790270.0,1232.2345179825495,63777.37285514949,12893,2.7437752713343264,2.7383410080201545,119.4493061558778,48.48110524404297,100,1812,0,0,9054371.5,3375445,23.461550403722878,23.461550385812526,27022612,107291072.4602323,571.2007342517259,0.0007991045289978496,61.88134373674402,571.2007342517259,1745489249592490392,8310095016218555251,14648543592477178989,635655389184,2015-02-23 15-46-42.JPG
3120,4160,1.3333333333333333,78.32596015162721,100.48585737179488,170.66742071930474,55.0,85.0,189.0,55.45646258963281,63.87166351577205,54.53994563119202,56.71531316473388,118.94141549556213,0.00390625,0.0017090037,0.003911817,0.033500984683041135,0.03747444800678365,0.011299735604796139,1622400,33.1269244637574,12.0,57.091662234908256,145.19682245438855,169.0,65.76371828806019,171.07133529031066,189.0,53.75130650922196,3906,5409124.0,1384.8243727598567,62329.949481952,13524,3.4623655913978495,3.2121189385283198,125.84059606019461,55.59943621297827,100,20079,2,1,5442669.0,3751193,38.992408160749505,38.99240816027744,45599467,110043546.7631209,1071.4243132088263,0.0006896377534419596,57.95602391219896,1071.4243132088263,18446459356234383360,17361536238471893102,15690758655649590723,154619019265,2015-02-13 18-17-46.JPG
3120,4160,1.3333333333333333,52.475452262080864,66.2183596831854,108.27542691383137,21.0,28.0,105.0,62.73662589182066,71.05581586652764,62.32443388769645,61.639584488747715,77.23416273730277,0.00390625,0.0016216716,0.0029461272,0.03270117052636193,0.03769013794492295,0.013439077006781293,1622400,26.907511711045366,3.0,44.08502765883458,180.91708063671103,211.0,70.16882640311547,119.18011911365878,113.0,55.535564467026155,1480,2616649.0,1768.006081081081,35803.90351040034,4971,3.358783783783784,3.1247146692236334,118.93828383032312,48.01983109970593,100,15697,3,0,2874447.5,3595918,32.74784193170611,32.74784191302453,37790130,109192321.9221734,1082.6956505793885,0.0010438778967344431,65.37229188201492,1082.6956505793885,29388264269691952,17426910556850870498,14656231176223537705,627065454592,2015-02-20 20-33-48.JPG
3120,4160,1.3333333333333333,63.646374815088755,93.39428631964991,156.98298747226332,40.0,82.0,163.0,52.00661568642824,54.95816468905296,47.57167115280887,50.34210125274774,109.02600283530572,0.0039062498,0.0030862843,0.003083319,0.033467648596336816,0.03753542160226156,0.01139809180990513,1622400,15.910547722509861,10.0,30.455777314936302,161.277570882643,178.0,55.51795500489748,157.03481108234715,163.0,47.523847075649876,6501,3793474.5,583.5216889709276,26893.370852987617,19440,2.990309183202584,2.91615884067111,120.93805398835221,51.82802952509218,100,17466,0,0,3859871.0,3583205,27.47268668330868,27.472686681571265,34000255,108258583.69993827,659.2025795118343,0.0006614961770262273,51.51215050943002,659.2025795118343,14237773984497597656,802891467718429073,15726508541508530893,85899542528,2015-02-13 18-43-13.JPG
1080,1920,1.7777777777777777,109.2801027199074,114.11157166280864,127.79783613040124,106.0,111.0,125.0,60.657984995018815,58.04251757643943,50.68616063642896,55.243166348280894,117.66955102237654,0.0039062498,0.0020551216,0.0025464534,0.03311081815198878,0.03723973809942792,0.012396520509460201,259200,44.67535445601852,15.0,60.28163188719233,57.480610532407404,37.0,57.12996403396655,129.70052662037037,126.0,51.407652029855164,1086,843143.5,776.3752302025782,20349.763590100214,3137,2.8885819521178635,2.981452551208396,127.78896224508826,12.868895330476661,100,1094,0,0,917538.0,716993,66.22745466820987,66.22745435093496,10475168,16329832.488155972,1567.3573746141976,0.00041531336558401667,56.46222106929574,1567.3573746141976,17797255869648602150,16438467990054096092,9506208513457662771,541165879297,2015-02-16 09-43-06.JPG
3120,4160,1.3333333333333333,85.68616370808678,109.68008305596646,181.939950844428,62.0,98.0,205.0,58.98479929054237,68.28703004697452,54.82494695937058,59.56955920670166,128.5455933339497,0.00390625,0.0016306089,0.004203286,0.0334874237045874,0.03737220616882435,0.011339861246806639,1622400,38.64953202046351,13.0,61.42461774816098,143.5777230491864,168.0,66.52191641734852,182.44428770648423,205.0,53.77152026099469,9031,6013156.5,665.8350680987709,45416.708633810704,37874,4.193776990366516,3.318992538094669,124.46795577408098,59.7862654081151,100,50313,2,1,5769686.5,4063462,61.312772821129194,61.31277279764513,72622406,112561526.7253163,1697.029168515779,0.000621901472043454,60.69892543229582,1697.029168515779,18446459905990197248,17361536650788769996,15762815424727215555,146029084673,2015-02-13 18-17-51.JPG
1080,1920,1.7777777777777777,101.276026716821,105.87357542438272,115.76558159722222,101.0,107.0,118.0,60.45673983048721,57.444662017427596,54.45620761869142,56.27223133011547,108.32018518518518,0.00390625,0.0017185089,0.002123826,0.033284309897607695,0.03721551702510346,0.011922865179572776,259200,37.795982349537034,15.0,52.50756987757825,54.61722849151234,43.0,47.43118252143849,118.44035108024691,122.0,55.85384212602924,1061,858343.0,808.9943449575871,12906.530728465777,3182,2.999057492931197,3.179961863429809,128.94914240593423,10.139733772885439,100,1115,2,0,1092552.5,703196,68.5974397183642,68.59743935206374,10436822,16341522.256538406,1470.6403173225308,0.0004324962546502543,57.45253648886874,1470.6403173225308,4485349148622191065,8674438501894419251,10022724542694245507,532575944704,2015-02-16 09-48-30.JPG
562,2248,4.0,247.92577427464192,247.34957605653423,247.4289174402553,255.0,255.0,255.0,31.476411822497482,32.48668443354898,32.83504707645428,31.524041370407645,247.44220168817517,0.00390625,3.9180733e-05,0.05549133,0.020457445710120554,0.0,0.028791508670184263,157360,28.73028219627411,0.0,48.94820709326793,4.070921879155533,0.0,23.478703014946188,249.26124526665063,255.0,26.945557777528922,1,1260531.0,1260531.0,0.0,4,4.0,0.0,247.5680892571438,0.25498717954655115,100,433,0,0,1260394.0,203390,1110.658313914464,1110.6583123305584,17150325,11175611.730810154,19687.55446517901,0.5007941448055726,32.26604777750025,19687.55446517901,16110393143466860439,3619250783270923820,11419070377742229150,481137065984,2022-01-23_21-42-53.png
4160,3120,0.75,89.06106724605523,94.41018390964004,115.59136988412229,77.0,85.0,108.0,68.42177439154626,70.70139800598925,70.75078257296218,69.59306017863014,100.13881009615385,0.00390625,0.0032194203,0.001338131,0.030562934551026377,0.036824124582898174,0.017773773678987016,1622400,66.97669440335305,16.0,71.01792947261951,102.15426482371795,92.0,66.5714557733497,118.60252796782544,115.0,69.96809357927286,4787,5167404.0,1079.4660538959683,22957.129154644485,19560,4.086066429914351,3.000680259580677,125.24292326146468,21.849035941606235,100,77323,2,0,6022381.0,4453364,167.65984190088759,167.65984188336705,153830609,114627342.26698971,7416.381417806952,0.00041954960231226275,69.9579849901659,7416.381417806952,3473459968667939056,16493569186794152867,14562184452775165742,807453851648,2015-02-12 18-50-46.JPG
3120,4160,1.3333333333333333,80.22086885170118,82.33038484652367,86.39521634615384,46.0,51.0,58.0,86.91753311283898,85.53003988436663,85.39054709270006,85.47751814596258,83.304858234714,0.00390625,0.0011275348,0.0074498537,0.028851658277206878,0.03683911548665782,0.01779503923916544,1622400,44.24816444773175,19.0,52.01923404120874,69.9240804517998,25.0,83.34789579265511,88.22720321745562,60.0,86.55465730516187,4158,3901244.5,938.2502405002405,24748.706396912075,13360,3.213083213083213,3.134902138395712,128.46415142901924,9.025651974958313,100,45328,0,0,5333533.5,3371241,76.70044324765779,76.7004354940384,77718520,113714564.24806044,2638.6316883937375,0.00988240096855277,85.94604002996856,2638.6316883937375,18410661783277142016,16783960007865758148,10994279336756470131,2113123942400,2015-02-14 11-24-37.JPG
3120,4160,1.3333333333333333,94.16623690212032,99.60287929918638,107.50452886156312,56.0,74.0,99.0,93.90953785103802,93.19649453262161,89.50794784244398,91.819956979798,101.34452570266272,0.00390625,0.0018511541,0.0051489924,0.030966012497645547,0.03815259734055797,0.016087134972017678,1622400,46.781744175295856,20.0,51.05997090679711,79.11650494637574,31.0,85.91047859075036,109.52014731262328,99.0,90.64564218404585,642,5579926.5,8691.474299065421,91891.27795525387,1528,2.38006230529595,2.518240249162963,126.03330739635476,20.467970036882786,100,1003,0,0,6080586.0,2946473,20.382956576676527,20.38295656121291,21384749,106146133.39142777,496.77130747657793,0.0037618343109117516,92.20466007536787,496.77130747657793,18229723141193633984,328816855700874753,15912027982267314443,1915555446784,2015-02-14 11-50-10.JPG
4160,3120,0.75,80.94232980461045,86.15156527366864,92.36378513313609,50.0,60.0,75.0,84.87555365131261,84.60925472135426,84.80011749997269,84.32283956639195,87.42613789755917,0.00390625,0.001568317,0.008564751,0.02853455628410415,0.03685016360355963,0.017953891317504616,1622400,41.571631764669625,18.0,49.136678688285265,69.6659234775641,36.0,77.13037612290242,94.84229228303748,76.0,86.99051051184006,2787,4767189.0,1710.5091496232508,52882.90306699975,8454,3.0333692142088267,3.048577913076607,126.71315085982057,16.396713158700262,100,40357,0,0,5764390.5,3201128,56.083011664817555,56.0830116645533,53478954,112330430.74314296,1480.1947357310157,0.016200669215796656,84.76164195754652,1480.1947357310157,17940354066133323400,7143136041253746704,15980789748736307236,1915555446784,2015-02-14 11-50-04.JPG
4160,3120,0.75,109.27321884245562,109.13528306829389,136.8145093688363,106.0,111.0,144.0,51.734918430293966,53.61951258880279,41.224930010330816,47.56684990416935,117.42248281866371,0.00390625,0.0031660271,0.0037269725,0.03305282132185573,0.037677835279773725,0.012549356448742255,1622400,63.64684811082347,16.0,68.95348336345913,76.49451992418639,64.0,59.242978172583726,139.515154709073,146.0,42.437440916531614,3873,5922947.5,1529.2918925897238,71716.07222263109,14001,3.6150271107668472,3.344070188837746,128.42905413379407,21.951336400192524,100,5283,2,1,6895214.0,3468859,20.291819449580867,20.29181943386718,26580865,106051115.86825864,608.4343840914694,0.0007622463843269998,48.85978700980919,608.4343840914694,18009863992750900248,2561223599008356721,13469506829414108464,463856730114,2015-02-23 14-07-22.JPG
